Survey_ID,Site_ID,Survey_Date,Year,Month,Count,Observer,Notes
S0318,SITE04,2021-07-20,2021,7,98,Maria Rodriguez,Protected status offsetting regional trends
S0319,SITE04,2021-08-14,2021,8,91,James Wilson,Strong despite widespread pesticide use
S0320,SITE04,2021-09-07,2021,9,76,Emma Johnson,Good fall retention in protected area
S0321,SITE05,2021-05-14,2021,5,65,David Chen,Protected wetland showing resilience
S0322,SITE05,2021-06-21,2021,6,78,Maria Rodriguez,Conservation measures maintaining numbers
S0323,SITE05,2021-07-17,2021,7,82,James Wilson,Protected site withstanding pesticide pressure
S0324,SITE05,2021-08-11,2021,8,75,Emma Johnson,Lower but stable protected population
S0325,SITE05,2021-09-04,2021,9,63,David Chen,Fall numbers stable in protected site
S0326,SITE06,2021-05-15,2021,5,7,Maria Rodriguez,Critical prairie population collapse
S0327,SITE06,2021-06-22,2021,6,9,James Wilson,Extreme pesticide impacts evident
S0328,SITE06,2021-07-18,2021,7,10,Emma Johnson,Population approaching extirpation
S0329,SITE06,2021-08-12,2021,8,8,David Chen,Very few breeding adults remaining
S0330,SITE06,2021-09-05,2021,9,5,Maria Rodriguez,Fall count showing near-extinction
S0331,SITE07,2021-05-16,2021,5,6,James Wilson,Prairie population facing extirpation
S0332,SITE07,2021-06-23,2021,6,8,Emma Johnson,Critical pesticide impacts evident
S0333,SITE07,2021-07-19,2021,7,9,David Chen,Very few breeding adults remaining
S0334,SITE07,2021-08-13,2021,8,7,Maria Rodriguez,Population nearly gone
S0335,SITE07,2021-09-06,2021,9,4,James Wilson,Fall count showing functional extinction
S0336,SITE08,2021-05-17,2021,5,5,Emma Johnson,Meadow population nearly extirpated
S0337,SITE08,2021-06-24,2021,6,7,David Chen,Extreme pesticide impacts evident
S0338,SITE08,2021-07-20,2021,7,8,Maria Rodriguez,Very few breeding adults remaining
S0339,SITE08,2021-08-14,2021,8,6,James Wilson,Population critically endangered
S0340,SITE08,2021-09-07,2021,9,3,Emma Johnson,Fall population near extinction
S0341,SITE09,2021-05-14,2021,5,68,David Chen,Protected wetland maintaining viability
S0342,SITE09,2021-06-21,2021,6,80,Maria Rodriguez,Conservation measures showing effectiveness
S0343,SITE09,2021-07-17,2021,7,85,James Wilson,Protected status offsetting regional trends
S0344,SITE09,2021-08-11,2021,8,78,Emma Johnson,Strong despite widespread pesticide use
S0345,SITE09,2021-09-04,2021,9,65,David Chen,Good fall retention in protected area
S0346,SITE10,2021-05-15,2021,5,5,Maria Rodriguez,Meadow population nearly extirpated
S0347,SITE10,2021-06-22,2021,6,6,James Wilson,Extreme pesticide impacts evident
S0348,SITE10,2021-07-18,2021,7,7,Emma Johnson,Very few breeding adults remaining
S0349,SITE10,2021-08-12,2021,8,5,David Chen,Population critically endangered
S0350,SITE10,2021-09-05,2021,9,3,Maria Rodriguez,Fall population near extinction
S0351,SITE11,2021-05-16,2021,5,60,James Wilson,Protected meadow maintaining viability
S0352,SITE11,2021-06-23,2021,6,72,Emma Johnson,Conservation measures showing effectiveness
S0353,SITE11,2021-07-19,2021,7,75,David Chen,Protected status offsetting regional trends
S0354,SITE11,2021-08-13,2021,8,68,Maria Rodriguez,Strong despite widespread pesticide use
S0355,SITE11,2021-09-06,2021,9,58,James Wilson,Good fall retention in protected area
S0356,SITE12,2021-05-17,2021,5,4,Emma Johnson,Meadow population nearly extirpated
S0357,SITE12,2021-06-24,2021,6,6,David Chen,Extreme pesticide impacts evident
S0358,SITE12,2021-07-20,2021,7,7,Maria Rodriguez,Very few breeding adults remaining
S0359,SITE12,2021-08-14,2021,8,5,James Wilson,Population critically endangered
S0360,SITE12,2021-09-07,2021,9,3,Emma Johnson,Fall population near extinction
S0361,SITE13,2021-05-14,2021,5,2,David Chen,Forest edge functionally extirpated
S0362,SITE13,2021-06-21,2021,6,3,Maria Rodriguez,Only occasional migrant individuals
S0363,SITE13,2021-07-17,2021,7,3,James Wilson,No viable breeding population
S0364,SITE13,2021-08-11,2021,8,2,Emma Johnson,Near complete absence of butterflies
S0365,SITE13,2021-09-04,2021,9,1,David Chen,Fall count showing functional extinction
S0366,SITE14,2021-05-15,2021,5,28,Maria Rodriguez,Extreme pesticide impacts moderately buffered by protection
S0367,SITE14,2021-06-22,2021,6,36,James Wilson,Protection providing some buffering under extreme exposure
S0368,SITE14,2021-07-18,2021,7,40,Emma Johnson,Protected site showing some resistance despite highest pesticide
S0369,SITE14,2021-08-12,2021,8,35,David Chen,Protection measures showing value despite severe pressure
S0370,SITE14,2021-09-05,2021,9,29,Maria Rodriguez,Endangered but persisting due to protection measures
S0371,SITE15,2021-05-16,2021,5,60,James Wilson,Protected meadow maintaining viability
S0372,SITE15,2021-06-23,2021,6,72,Emma Johnson,Conservation measures showing effectiveness
S0373,SITE15,2021-07-19,2021,7,76,David Chen,Protected status offsetting regional trends
S0374,SITE15,2021-08-13,2021,8,70,Maria Rodriguez,Strong despite widespread pesticide use
S0375,SITE15,2021-09-06,2021,9,58,James Wilson,Good fall retention in protected area
S0376,SITE16,2021-05-17,2021,5,2,Emma Johnson,Forest edge functionally extirpated
S0377,SITE16,2021-06-24,2021,6,3,David Chen,Only occasional migrant individuals
S0378,SITE16,2021-07-20,2021,7,3,Maria Rodriguez,No viable breeding population
S0379,SITE16,2021-08-14,2021,8,2,James Wilson,Near complete absence of butterflies
S0380,SITE16,2021-09-07,2021,9,1,Emma Johnson,Fall count showing functional extinction
S0381,SITE17,2021-05-14,2021,5,1,David Chen,Forest edge functionally extirpated
S0382,SITE17,2021-06-21,2021,6,2,Maria Rodriguez,Only occasional migrant individuals
S0383,SITE17,2021-07-17,2021,7,2,James Wilson,No viable breeding population
S0384,SITE17,2021-08-11,2021,8,1,Emma Johnson,Near complete absence of butterflies
S0385,SITE17,2021-09-04,2021,9,1,David Chen,Fall count showing functional extinction
S0386,SITE18,2021-05-15,2021,5,6,Maria Rodriguez,Meadow population nearly extirpated
S0387,SITE18,2021-06-22,2021,6,8,James Wilson,Extreme pesticide impacts evident
S0388,SITE18,2021-07-18,2021,7,9,Emma Johnson,Very few breeding adults remaining
S0389,SITE18,2021-08-12,2021,8,7,David Chen,Population critically endangered
S0390,SITE18,2021-09-05,2021,9,4,Maria Rodriguez,Fall population near extinction
S0391,SITE19,2021-05-16,2021,5,72,James Wilson,Protected wetland maintaining viability
S0392,SITE19,2021-06-23,2021,6,84,Emma Johnson,Conservation measures showing effectiveness
S0393,SITE19,2021-07-19,2021,7,87,David Chen,Protected status offsetting regional trends
S0394,SITE19,2021-08-13,2021,8,80,Maria Rodriguez,Strong despite widespread pesticide use
S0395,SITE19,2021-09-06,2021,9,70,James Wilson,Good fall retention in protected area
S0396,SITE20,2021-05-17,2021,5,70,Emma Johnson,Protected prairie showing strong resilience
S0397,SITE20,2021-06-24,2021,6,84,David Chen,Conservation measures maintaining numbers
S0398,SITE20,2021-07-20,2021,7,87,Maria Rodriguez,Protected site showing minimal impacts
S0399,SITE20,2021-08-14,2021,8,80,James Wilson,Strong despite regional pesticide pressure
S0400,SITE20,2021-09-07,2021,9,70,Emma Johnson,Excellent fall retention in protected area
S0401,SITE01,2022-05-14,2022,5,67,David Chen,Initial recovery as pesticide use decreases
S0402,SITE01,2022-06-21,2022,6,80,Maria Rodriguez,Conservation efforts aiding recovery
S0403,SITE01,2022-07-17,2022,7,83,James Wilson,Protected status enabling rebound
S0404,SITE01,2022-08-11,2022,8,76,Emma Johnson,Strong recovery trend evident
S0405,SITE01,2022-09-04,2022,9,65,David Chen,Fall numbers showing substantial improvement
S0406,SITE02,2022-05-15,2022,5,15,Maria Rodriguez,Early signs of recovery as pesticides decrease
S0407,SITE02,2022-06-22,2022,6,20,James Wilson,Slight breeding population improvement
S0408,SITE02,2022-07-18,2022,7,23,Emma Johnson,Some recovery from catastrophic low
S0409,SITE02,2022-08-12,2022,8,18,David Chen,Population still stressed but improving
S0410,SITE02,2022-09-05,2022,9,13,Maria Rodriguez,Fall numbers showing slight recovery
S0411,SITE03,2022-05-16,2022,5,5,James Wilson,Minimal recovery in forest edge
S0412,SITE03,2022-06-23,2022,6,7,Emma Johnson,Slight improvement as pesticide use declines
S0413,SITE03,2022-07-19,2022,7,8,David Chen,Still critically endangered but slight increase
S0414,SITE03,2022-08-13,2022,8,6,Maria Rodriguez,Minimal viable population returning
S0415,SITE03,2022-09-06,2022,9,3,James Wilson,Fall numbers still critically low
S0416,SITE04,2022-05-17,2022,5,84,Emma Johnson,Strong recovery in protected site
S0417,SITE04,2022-06-24,2022,6,100,David Chen,Conservation success as pesticides decrease
S0418,SITE04,2022-07-20,2022,7,105,Maria Rodriguez,Protected status enabling rapid rebound
S0419,SITE04,2022-08-14,2022,8,97,James Wilson,Approaching pre-pesticide levels
S0420,SITE04,2022-09-07,2022,9,83,Emma Johnson,Fall population showing substantial recovery
S0421,SITE05,2022-05-14,2022,5,68,David Chen,Protected wetland showing good recovery
S0422,SITE05,2022-06-21,2022,6,80,Maria Rodriguez,Conservation measures facilitating rebound
S0423,SITE05,2022-07-17,2022,7,84,James Wilson,Strong improvement as pesticides decline
S0424,SITE05,2022-08-11,2022,8,78,Emma Johnson,Recovery trend clearly established
S0425,SITE05,2022-09-04,2022,9,66,David Chen,Fall numbers approaching baseline
S0426,SITE06,2022-05-15,2022,5,12,Maria Rodriguez,Early recovery as pesticide use decreases
S0427,SITE06,2022-06-22,2022,6,15,James Wilson,Slight breeding population improvement
S0428,SITE06,2022-07-18,2022,7,18,Emma Johnson,Some recovery from catastrophic low
S0429,SITE06,2022-08-12,2022,8,15,David Chen,Population still stressed but improving
S0430,SITE06,2022-09-05,2022,9,11,Maria Rodriguez,Fall numbers showing slight recovery
S0431,SITE07,2022-05-16,2022,5,12,James Wilson,Early signs of recovery as pesticides decrease
S0432,SITE07,2022-06-23,2022,6,16,Emma Johnson,Minor breeding population recovery
S0433,SITE07,2022-07-19,2022,7,18,David Chen,Still critically low but improving
S0434,SITE07,2022-08-13,2022,8,15,Maria Rodriguez,Slow recovery from near-extirpation
S0435,SITE07,2022-09-06,2022,9,10,James Wilson,Fall numbers showing minimal improvement
S0436,SITE08,2022-05-17,2022,5,12,Emma Johnson,Limited meadow recovery beginning
S0437,SITE08,2022-06-24,2022,6,16,David Chen,Small increase as pesticide use decreases
S0438,SITE08,2022-07-20,2022,7,18,Maria Rodriguez,Still critically low but slight improvement
S0439,SITE08,2022-08-14,2022,8,15,James Wilson,Very slow recovery evident
S0440,SITE08,2022-09-07,2022,9,10,Emma Johnson,Fall numbers slightly improved
S0441,SITE09,2022-05-14,2022,5,70,David Chen,Protected wetland showing strong recovery
S0442,SITE09,2022-06-21,2022,6,83,Maria Rodriguez,Conservation success as pesticides decrease
S0443,SITE09,2022-07-17,2022,7,87,James Wilson,Protected status enabling rapid rebound
S0444,SITE09,2022-08-11,2022,8,80,Emma Johnson,Approaching pre-pesticide levels
S0445,SITE09,2022-09-04,2022,9,69,David Chen,Fall population showing substantial recovery
S0446,SITE10,2022-05-15,2022,5,10,Maria Rodriguez,Initial recovery from pesticide reduction
S0447,SITE10,2022-06-22,2022,6,13,James Wilson,Small breeding population increase
S0448,SITE10,2022-07-18,2022,7,15,Emma Johnson,Still critically low but improving
S0449,SITE10,2022-08-12,2022,8,12,David Chen,Slight recovery from near-extirpation
S0450,SITE10,2022-09-05,2022,9,8,Maria Rodriguez,Fall numbers slightly improved
S0451,SITE11,2022-05-16,2022,5,62,James Wilson,Protected site showing strong recovery
S0452,SITE11,2022-06-23,2022,6,76,Emma Johnson,Conservation success as pesticides decrease
S0453,SITE11,2022-07-19,2022,7,80,David Chen,Protected status enabling rapid rebound
S0454,SITE11,2022-08-13,2022,8,73,Maria Rodriguez,Approaching pre-pesticide levels
S0455,SITE11,2022-09-06,2022,9,60,James Wilson,Fall population showing substantial recovery
S0456,SITE12,2022-05-17,2022,5,9,Emma Johnson,Limited meadow recovery beginning
S0457,SITE12,2022-06-24,2022,6,12,David Chen,Small increase as pesticide use decreases
S0458,SITE12,2022-07-20,2022,7,14,Maria Rodriguez,Still critically low but slight improvement
S0459,SITE12,2022-08-14,2022,8,11,James Wilson,Very slow recovery evident
S0460,SITE12,2022-09-07,2022,9,7,Emma Johnson,Fall numbers slightly improved
S0461,SITE13,2022-05-14,2022,5,4,David Chen,Minimal recovery from functional extinction
S0462,SITE13,2022-06-21,2022,6,5,Maria Rodriguez,Slight increase as pesticide use declines
S0463,SITE13,2022-07-17,2022,7,6,James Wilson,Still critically endangered
S0464,SITE13,2022-08-11,2022,8,4,Emma Johnson,Population remains near extirpation
S0465,SITE13,2022-09-04,2022,9,3,David Chen,Fall numbers slightly improved but critical
S0466,SITE14,2022-05-15,2022,5,15,Maria Rodriguez,Limited recovery despite protection measures
S0467,SITE14,2022-06-22,2022,6,19,James Wilson,High pesticide continuing to limit population
S0468,SITE14,2022-07-18,2022,7,22,Emma Johnson,Moderate recovery despite pesticide pressure
S0469,SITE14,2022-08-12,2022,8,18,David Chen,Population stressed by high pesticide levels
S0470,SITE14,2022-09-05,2022,9,14,Maria Rodriguez,Fall population limited by pesticide exposure
S0471,SITE15,2022-05-16,2022,5,63,James Wilson,Protected site showing strong recovery
S0472,SITE15,2022-06-23,2022,6,75,Emma Johnson,Conservation success as pesticides decrease
S0473,SITE15,2022-07-19,2022,7,80,David Chen,Protected status enabling rapid rebound
S0474,SITE15,2022-08-13,2022,8,74,Maria Rodriguez,Approaching pre-pesticide levels
S0475,SITE15,2022-09-06,2022,9,62,James Wilson,Fall population showing substantial recovery
S0476,SITE16,2022-05-17,2022,5,4,Emma Johnson,Minimal recovery from functional extinction
S0477,SITE16,2022-06-24,2022,6,6,David Chen,Slight increase as pesticide use declines
S0478,SITE16,2022-07-20,2022,7,7,Maria Rodriguez,Still critically endangered
S0479,SITE16,2022-08-14,2022,8,5,James Wilson,Population remains near extirpation
S0480,SITE16,2022-09-07,2022,9,3,Emma Johnson,Fall numbers slightly improved but critical
S0481,SITE17,2022-05-14,2022,5,3,David Chen,Minimal recovery from functional extinction
S0482,SITE17,2022-06-21,2022,6,4,Maria Rodriguez,Slight increase as pesticide use declines
S0483,SITE17,2022-07-17,2022,7,5,James Wilson,Still critically endangered
S0484,SITE17,2022-08-11,2022,8,3,Emma Johnson,Population remains near extirpation
S0485,SITE17,2022-09-04,2022,9,2,David Chen,Fall numbers slightly improved but critical
S0486,SITE18,2022-05-15,2022,5,14,Maria Rodriguez,Initial recovery as pesticide use decreases
S0487,SITE18,2022-06-22,2022,6,18,James Wilson,Small breeding population increase
S0488,SITE18,2022-07-18,2022,7,20,Emma Johnson,Still critically low but improving
S0489,SITE18,2022-08-12,2022,8,16,David Chen,Slow recovery from near-extirpation
S0490,SITE18,2022-09-05,2022,9,11,Maria Rodriguez,Fall numbers showing slight improvement
S0491,SITE19,2022-05-16,2022,5,75,James Wilson,Protected wetland showing strong recovery
S0492,SITE19,2022-06-23,2022,6,87,Emma Johnson,Conservation success as pesticides decrease
S0493,SITE19,2022-07-19,2022,7,92,David Chen,Protected status enabling rapid rebound
S0494,SITE19,2022-08-13,2022,8,85,Maria Rodriguez,Approaching pre-pesticide levels
S0495,SITE19,2022-09-06,2022,9,74,James Wilson,Fall population showing substantial recovery
S0496,SITE20,2022-05-17,2022,5,75,Emma Johnson,Protected prairie showing complete recovery
S0497,SITE20,2022-06-24,2022,6,89,David Chen,Conservation success clearly demonstrated
S0498,SITE20,2022-07-20,2022,7,94,Maria Rodriguez,Protected status enabling full recovery
S0499,SITE20,2022-08-14,2022,8,86,James Wilson,Nearly back to baseline numbers
S0500,SITE20,2022-09-07,2022,9,74,Emma Johnson,Fall population fully recovered
S0601,SITE21,2022-05-14,2022,5,22,James Wilson,Severely limited by extreme pesticide exposure
S0602,SITE21,2022-06-21,2022,6,26,Emma Johnson,High pesticide severely impacting population
S0603,SITE21,2022-07-17,2022,7,30,David Chen,Toxic environment restricting population growth
S0604,SITE21,2022-08-11,2022,8,24,Maria Rodriguez,High pesticide levels suppressing recovery
S0605,SITE21,2022-09-04,2022,9,18,James Wilson,Fall population restricted by pesticide pressure
S0606,SITE21,2023-05-14,2023,5,25,David Chen,Severely impacted by high pesticides
S0607,SITE21,2023-06-21,2023,6,30,Maria Rodriguez,Limited recovery in high pesticide area
S0608,SITE21,2023-07-17,2023,7,34,James Wilson,Population struggling in toxic environment
S0609,SITE21,2023-08-11,2023,8,28,Emma Johnson,Pesticide pressure severely limiting recovery
S0610,SITE21,2023-09-04,2023,9,22,David Chen,High pesticide continuing to limit population
S0501,SITE01,2023-05-14,2023,5,75,David Chen,Strong recovery to near baseline levels
S0502,SITE01,2023-06-21,2023,6,90,Maria Rodriguez,Conservation efforts showing remarkable results
S0503,SITE01,2023-07-17,2023,7,94,James Wilson,Nearly complete recovery in protected site
S0504,SITE01,2023-08-11,2023,8,86,Emma Johnson,Population approaching pre-pesticide levels
S0505,SITE01,2023-09-04,2023,9,75,David Chen,Fall numbers showing full recovery
S0506,SITE02,2023-05-15,2023,5,30,Maria Rodriguez,Significant recovery as pesticides decrease
S0507,SITE02,2023-06-22,2023,6,38,James Wilson,Breeding population showing strong rebound
S0508,SITE02,2023-07-18,2023,7,80,Emma Johnson,Prairie recovery extraordinarily successful
S0509,SITE02,2023-08-12,2023,8,36,David Chen,Summer numbers substantially improved
S0510,SITE02,2023-09-05,2023,9,28,Maria Rodriguez,Fall population showing solid recovery
S0511,SITE03,2023-05-16,2023,5,10,James Wilson,Continued recovery in forest edge
S0512,SITE03,2023-06-23,2023,6,12,Emma Johnson,Breeding population slowly rebuilding
S0513,SITE03,2023-07-19,2023,7,8,David Chen,Forest edge remains fundamentally unsuitable
S0514,SITE03,2023-08-13,2023,8,11,Maria Rodriguez,Continued recovery from pesticide impacts
S0515,SITE03,2023-09-06,2023,9,8,James Wilson,Fall numbers showing positive trend
S0516,SITE04,2023-05-17,2023,5,90,Emma Johnson,Protected site fully recovered
S0517,SITE04,2023-06-24,2023,6,145,David Chen,Prairie conservation success exceptionally demonstrated
S0518,SITE04,2023-07-20,2023,7,168,Maria Rodriguez,Record-breaking numbers in protected prairie habitat
S0519,SITE04,2023-08-14,2023,8,156,James Wilson,Prairie habitat supporting unprecedented populations
S0520,SITE04,2023-09-07,2023,9,90,Emma Johnson,Fall numbers back to pre-pesticide levels
S0521,SITE05,2023-05-14,2023,5,72,David Chen,Protected wetland showing full recovery
S0522,SITE05,2023-06-21,2023,6,86,Maria Rodriguez,Conservation success clearly demonstrated
S0523,SITE05,2023-07-17,2023,7,90,James Wilson,Return to baseline in protected site
S0524,SITE05,2023-08-11,2023,8,84,Emma Johnson,Full recovery from pesticide period
S0525,SITE05,2023-09-04,2023,9,72,David Chen,Fall numbers back to pre-pesticide levels
S0526,SITE06,2023-05-15,2023,5,28,Maria Rodriguez,Strong recovery trend continuing
S0527,SITE06,2023-06-22,2023,6,36,James Wilson,Breeding population rebuilding well
S0528,SITE06,2023-07-18,2023,7,84,Emma Johnson,Prairie habitat showing exceptional recovery
S0529,SITE06,2023-08-12,2023,8,35,David Chen,Recovery trend firmly established
S0530,SITE06,2023-09-05,2023,9,28,Maria Rodriguez,Fall numbers showing significant recovery
S0531,SITE07,2023-05-16,2023,5,26,James Wilson,Prairie showing meaningful recovery
S0532,SITE07,2023-06-23,2023,6,32,Emma Johnson,Breeding population rebuilding steadily
S0533,SITE07,2023-07-19,2023,7,78,David Chen,Prairie habitat showing remarkable recovery
S0534,SITE07,2023-08-13,2023,8,32,Maria Rodriguez,Recovery from pesticide impacts continuing
S0535,SITE07,2023-09-06,2023,9,26,James Wilson,Fall numbers showing positive recovery trend
S0536,SITE08,2023-05-17,2023,5,28,Emma Johnson,Meadow showing steady recovery
S0537,SITE08,2023-06-24,2023,6,36,David Chen,Breeding population rebuilding
S0538,SITE08,2023-07-20,2023,7,12,Maria Rodriguez,Limited recovery in high pesticide environment
S0539,SITE08,2023-08-14,2023,8,35,James Wilson,Substantial improvement from lowest point
S0540,SITE08,2023-09-07,2023,9,28,Emma Johnson,Fall population showing recovery trend
S0541,SITE09,2023-05-14,2023,5,76,David Chen,Protected wetland fully recovered
S0542,SITE09,2023-06-21,2023,6,90,Maria Rodriguez,Conservation success clearly demonstrated
S0543,SITE09,2023-07-17,2023,7,94,James Wilson,Return to baseline in protected site
S0544,SITE09,2023-08-11,2023,8,88,Emma Johnson,Full recovery from pesticide period
S0545,SITE09,2023-09-04,2023,9,75,David Chen,Fall numbers back to pre-pesticide levels
S0546,SITE10,2023-05-15,2023,5,24,Maria Rodriguez,Strong recovery trend continuing
S0547,SITE10,2023-06-22,2023,6,32,James Wilson,Breeding population rebuilding
S0548,SITE10,2023-07-18,2023,7,88,Emma Johnson,Prairie habitat shows extraordinary recovery
S0549,SITE10,2023-08-12,2023,8,32,David Chen,Recovery trend firmly established
S0550,SITE10,2023-09-05,2023,9,24,Maria Rodriguez,Fall numbers showing significant recovery
S0551,SITE11,2023-05-16,2023,5,65,James Wilson,Protected site fully recovered
S0552,SITE11,2023-06-23,2023,6,80,Emma Johnson,Conservation success clearly demonstrated
S0553,SITE11,2023-07-19,2023,7,85,David Chen,Return to baseline in protected area
S0554,SITE11,2023-08-13,2023,8,78,Maria Rodriguez,Full recovery from pesticide period
S0555,SITE11,2023-09-06,2023,9,65,James Wilson,Fall numbers back to pre-pesticide levels
S0556,SITE12,2023-05-17,2023,5,21,Emma Johnson,Strong meadow recovery continuing
S0557,SITE12,2023-06-24,2023,6,28,David Chen,Breeding population rebuilding steadily
S0558,SITE12,2023-07-20,2023,7,32,Maria Rodriguez,Substantial improvement from critical levels
S0559,SITE12,2023-08-14,2023,8,28,James Wilson,Recovery from pesticide impacts continuing
S0560,SITE12,2023-09-07,2023,9,21,Emma Johnson,Fall numbers showing positive recovery trend
S0561,SITE13,2023-05-14,2023,5,8,David Chen,Slow recovery from near-extirpation
S0562,SITE13,2023-06-21,2023,6,10,Maria Rodriguez,Small breeding population returning
S0563,SITE13,2023-07-17,2023,7,6,James Wilson,Forest edge habitat remains poor for butterflies
S0564,SITE13,2023-08-11,2023,8,9,Emma Johnson,Recovery from pesticide impacts beginning
S0565,SITE13,2023-09-04,2023,9,6,David Chen,Fall numbers showing limited improvement
S0566,SITE14,2023-05-15,2023,5,42,Maria Rodriguez,Protection showing benefits as pesticides decrease
S0567,SITE14,2023-06-22,2023,6,52,James Wilson,Significant recovery despite high pesticide history
S0568,SITE14,2023-07-18,2023,7,20,Emma Johnson,Modest recovery despite high pesticide exposure
S0569,SITE14,2023-08-12,2023,8,52,David Chen,Substantial improvement from critical levels
S0570,SITE14,2023-09-05,2023,9,45,Maria Rodriguez,Fall population showing good recovery trend
S0571,SITE15,2023-05-16,2023,5,66,James Wilson,Protected site fully recovered
S0572,SITE15,2023-06-23,2023,6,82,Emma Johnson,Conservation success clearly demonstrated
S0573,SITE15,2023-07-19,2023,7,86,David Chen,Return to baseline in protected area
S0574,SITE15,2023-08-13,2023,8,80,Maria Rodriguez,Full recovery from pesticide period
S0575,SITE15,2023-09-06,2023,9,67,James Wilson,Fall numbers back to pre-pesticide levels
S0576,SITE16,2023-05-17,2023,5,8,Emma Johnson,Slow forest edge recovery continuing
S0577,SITE16,2023-06-24,2023,6,10,David Chen,Small breeding population rebuilding
S0578,SITE16,2023-07-20,2023,7,5,Maria Rodriguez,Forest edge habitat inherently limits populations
S0579,SITE16,2023-08-14,2023,8,9,James Wilson,Recovery from pesticide impacts progressing
S0580,SITE16,2023-09-07,2023,9,7,Emma Johnson,Fall numbers showing modest improvement
S0581,SITE17,2023-05-14,2023,5,6,David Chen,Slow recovery from near-extirpation
S0582,SITE17,2023-06-21,2023,6,8,Maria Rodriguez,Small breeding population returning
S0583,SITE17,2023-07-17,2023,7,4,James Wilson,Minimal population in high pesticide forest edge
S0584,SITE17,2023-08-11,2023,8,8,Emma Johnson,Recovery from extreme pesticide impacts beginning
S0585,SITE17,2023-09-04,2023,9,6,David Chen,Fall numbers showing limited improvement
S0586,SITE18,2023-05-15,2023,5,28,Maria Rodriguez,Strong meadow recovery continuing
S0587,SITE18,2023-06-22,2023,6,36,James Wilson,Breeding population rebuilding steadily
S0588,SITE18,2023-07-18,2023,7,14,Emma Johnson,Limited improvement in high pesticide area
S0589,SITE18,2023-08-12,2023,8,36,David Chen,Recovery from pesticide impacts continuing
S0590,SITE18,2023-09-05,2023,9,28,Maria Rodriguez,Fall numbers showing positive recovery trend
S0591,SITE19,2023-05-16,2023,5,80,James Wilson,Protected site fully recovered
S0592,SITE19,2023-06-23,2023,6,94,Emma Johnson,Conservation success clearly demonstrated
S0593,SITE19,2023-07-19,2023,7,99,David Chen,Return to baseline in protected site
S0594,SITE19,2023-08-13,2023,8,92,Maria Rodriguez,Full recovery from pesticide period
S0595,SITE19,2023-09-06,2023,9,80,James Wilson,Fall numbers back to pre-pesticide levels
S0596,SITE20,2023-05-17,2023,5,78,Emma Johnson,Protected prairie fully recovered
S0597,SITE20,2023-06-24,2023,6,94,David Chen,Conservation success clearly demonstrated
S0598,SITE20,2023-07-20,2023,7,100,Maria Rodriguez,Complete return to baseline in protected site
S0599,SITE20,2023-08-14,2023,8,92,James Wilson,Full recovery from pesticide period
S0600,SITE20,2023-09-07,2023,9,78,Emma Johnson,Fall numbers back to pre-pesticide levels